date,open,high,low,close,volume
2019-07-17,1.12133,1.12334,1.12011,1.12123,0
2019-07-18,1.12278,1.12473,1.12062,1.12296,0
2019-07-19,1.12615,1.12714,1.1215,1.12615,0
2019-07-22,1.12181,1.12271,1.12084,1.12183,0
2019-07-23,1.1205,1.12108,1.11496,1.12061,0
2019-07-24,1.1151,1.11557,1.113,1.11513,0
2019-07-25,1.11423,1.11869,1.11038,1.11424,0
2019-07-26,1.11452,1.11532,1.11157,1.11462,0
2019-07-29,1.11309,1.11445,1.11144,1.11321,0
2019-07-30,1.11422,1.11581,1.11333,1.11431,0
2019-07-31,1.11574,1.11645,1.11278,1.1158,0
2019-08-01,1.10722,1.1073,1.10275,1.10717,0
2019-08-02,1.10818,1.11142,1.10708,1.10789,0
2019-08-05,1.11074,1.11995,1.11074,1.1108,0
2019-08-06,1.12427,1.12497,1.11707,1.12438,0
2019-08-07,1.12059,1.1241,1.11809,1.1207,0
2019-08-08,1.12049,1.12284,1.11844,1.12044,0
2019-08-09,1.11873,1.12198,1.11841,1.11872,0
2019-08-12,1.12069,1.12303,1.11633,1.12085,0
2019-08-13,1.12183,1.12283,1.11782,1.12183,0
2019-08-14,1.11776,1.1191,1.114,1.11771,0
2019-08-15,1.1145,1.1159,1.10956,1.11433,0
2019-08-16,1.11114,1.11136,1.10675,1.11136,0
2019-08-19,1.10939,1.111,1.10882,1.10939,0
2019-08-20,1.10825,1.1099,1.10689,1.10832,0
2019-08-21,1.10985,1.11074,1.10888,1.10978,0
2019-08-22,1.10904,1.1114,1.10645,1.10908,0
2019-08-23,1.10833,1.1149,1.1053,1.1084,0
2019-08-26,1.11431,1.11525,1.11084,1.11431,0
2019-08-27,1.11011,1.11185,1.10888,1.11037,0
2019-08-28,1.109,1.11,1.10744,1.109,0
2019-08-29,1.10854,1.10902,1.10562,1.10859,0
2019-08-30,1.10596,1.10619,1.09872,1.10619,0
2019-09-02,1.09909,1.09975,1.09588,1.09918,0
2019-09-03,1.09673,1.09773,1.09304,1.09685,0
2019-09-04,1.09736,1.1035,1.09727,1.09745,0
2019-09-05,1.10375,1.10828,1.10183,1.1035,0
2019-09-06,1.10363,1.10574,1.10212,1.10363,0
2019-09-09,1.10207,1.10653,1.10161,1.10206,0
2019-09-10,1.10473,1.10595,1.10318,1.10484,0
2019-09-11,1.10497,1.10583,1.09862,1.10503,0
2019-09-12,1.10144,1.10775,1.09296,1.10135,0
2019-09-13,1.10577,1.11091,1.10577,1.10583,0
2019-09-16,1.10841,1.10843,1.09949,1.10834,0
2019-09-17,1.1004,1.10681,1.09929,1.10059,0
2019-09-18,1.10743,1.10779,1.10375,1.10747,0
2019-09-19,1.10314,1.1075,1.10235,1.10314,0
2019-09-20,1.10461,1.1069,1.09988,1.10485,0
2019-09-23,1.10195,1.1028,1.09683,1.1019,0
2019-09-24,1.09937,1.10139,1.09851,1.09937,0
2019-09-25,1.10156,1.10193,1.09483,1.10169,0
2019-09-26,1.09518,1.09673,1.09251,1.09529,0
2019-09-27,1.09231,1.09584,1.09058,1.09228,0
2019-09-30,1.09416,1.09481,1.08877,1.09427,0
2019-10-01,1.08992,1.09373,1.08815,1.08997,0
2019-10-02,1.09354,1.09579,1.09052,1.09349,0
2019-10-03,1.0962,1.09983,1.09419,1.09637,0
2019-10-04,1.09749,1.09923,1.09591,1.09754,0
2019-10-07,1.09866,1.10011,1.09637,1.09866,0
2019-10-08,1.09727,1.0998,1.09467,1.09721,0
2019-10-09,1.09602,1.0992,1.09555,1.09601,0
2019-10-10,1.09859,1.10339,1.09804,1.09878,0
2019-10-11,1.10144,1.1062,1.10039,1.1011,0
2019-10-14,1.10282,1.1043,1.10152,1.103,0
2019-10-15,1.10258,1.10455,1.09928,1.1029,0
2019-10-16,1.1034,1.10763,1.10235,1.10347,0
